
09/12/2017,-0.145239,0.043777,-0.145708,-0.258972,0.000000,0.263889,-0.562027,-0.189036,0.065148,-0.087180,0.882033,-0.528212,0.103859,1.140911,,0.313480,-0.240619,-0.208728,-0.398274,-0.111827,-0.062771,2.184164,0.128478,0.529239,-0.179034,-0.027152,-0.047266,1.261885,0.381345,0.449166,-0.530832,0.000000,0.547149,1.084540,-0.353313,-1.610714,1.613902,0.044476,0.227402,0.509165,-0.056632,-0.458757,-0.214380,-0.573231,-0.032891,-0.132082,-0.511127,-0.429210,0.843109,,0.216451,0.446207,0.902674,2.187643,-1.972514,1.353276,-0.509078
09/11/2017,-0.271657,0.000000,-0.302863,-0.051648,0.843901,0.198701,-1.770210,1.098901,0.000000,-0.347641,-0.241396,0.184671,-0.611094,-2.786615,,-1.467181,-0.570772,-0.256275,-0.819495,-0.167160,-0.179119,1.477616,0.309816,1.119231,-0.338914,0.017992,-0.094442,-1.995694,1.815988,1.905053,-1.156754,-0.119119,1.199620,2.431557,-0.772739,-3.580702,3.573509,-0.572796,-0.957207,0.924974,-0.338953,-0.478037,-0.336053,-1.095717,-0.065740,-0.225880,-0.744483,0.071586,1.309082,,0.617295,0.527198,-0.402861,0.936782,-2.690371,3.083700,-1.770908
09/08/2017,-0.117657,-0.021884,-0.108634,-0.154703,-3.551650,-1.111653,-0.218854,-0.047755,0.000000,0.086953,0.776839,-0.135233,0.043014,-1.910939,,-0.077160,-0.073542,-0.056080,-0.073012,-0.111396,0.026797,-2.001706,-0.206118,0.195446,0.089293,-0.009052,-0.023677,-2.064378,-1.084518,-1.177374,-0.201478,-0.009870,0.231293,0.391859,-0.085776,-0.642952,0.463121,0.176677,0.056338,-2.991027,-0.202990,-0.580908,-0.015369,-0.050388,-0.032859,-0.037673,0.305430,-0.628351,-0.036556,,-0.487747,-0.346423,-1.916279,-2.828325,3.148328,-1.318649,-0.489487
09/07/2017,0.244919,0.000000,0.315368,0.414855,0.111154,-0.065712,1.480125,-1.643964,0.000000,0.726002,0.425557,0.855247,0.859891,2.335834,,1.013250,0.434138,0.345405,1.078903,0.176628,0.152603,-0.297271,-0.154350,-1.156880,0.358453,0.045392,0.059155,2.743369,0.385540,0.173187,1.154421,0.258621,-1.097802,-2.037199,0.770793,3.093255,-2.977567,0.755630,1.777523,-0.099602,0.350725,0.830521,0.383380,0.927578,0.082113,0.169694,1.080694,0.154387,0.163898,,0.144692,-0.864260,0.489049,-0.549716,0.000000,-1.568963,1.751538
09/06/2017,-0.108799,0.043787,-0.169671,0.417191,0.821528,0.989975,-0.969038,0.046992,0.000000,-0.100015,0.031494,1.254968,-0.008694,-1.550885,,-0.465477,-0.239646,-0.232413,-0.500039,-0.102129,-0.026943,1.903966,0.206224,0.777060,-0.089533,-0.036323,-0.011916,-1.421856,0.352696,0.160154,-0.741277,-0.149013,0.691003,1.346419,-0.516039,-1.736874,1.830760,-0.044614,0.172315,1.209677,-0.248178,-0.592725,-0.290546,-0.693960,-0.032875,-0.075417,0.309687,0.285799,0.255653,,0.417845,0.624419,0.091716,1.676599,-1.107366,1.052176,-1.002617
09/05/2017,0.409226,-0.043768,0.413627,0.104104,-1.034842,0.198701,2.409874,-1.069270,-0.032348,0.376569,0.650616,0.025189,0.480020,3.143861,,1.098039,0.696033,0.418461,1.704973,0.298163,0.224688,2.711100,-0.025984,-1.247181,0.521903,0.036336,0.094698,2.077327,-1.269540,-1.369356,1.574508,0.209001,-1.631037,-3.270694,0.969701,4.539289,-4.689167,0.580714,0.694043,2.585315,0.498990,0.832630,0.491583,1.498465,0.115093,0.397144,0.276068,-0.756327,-1.136712,,0.145508,-0.410850,-0.788945,-0.620725,2.703148,-2.761037,2.407077
09/01/2017,-0.226793,0.006661,-0.165178,0.157007,2.190425,0.132382,-1.413975,0.796626,0.038832,0.269281,0.174824,0.848142,-0.382547,0.498843,,0.235849,-0.294199,-0.167880,-0.461446,-0.105208,-0.095208,1.351368,-0.110630,0.433481,-0.145549,-0.014600,-0.021263,0.314110,0.474032,0.436397,-0.755683,0.032926,0.776236,1.617747,-0.402954,-2.132408,2.286744,-0.222813,-0.803213,0.415369,-0.209422,-0.487551,-0.214606,-0.731075,-0.024525,-0.135860,0.460951,0.942338,0.653609,,0.475150,0.457315,1.728938,1.492047,-0.312192,0.705716,-1.435111
08/31/2017,0.136050,0.021754,0.085039,-0.052712,0.722683,2.790773,0.470775,-0.187091,-0.065110,0.620125,0.087533,1.049010,0.156708,3.322056,,1.112878,0.157253,0.080220,0.403086,0.120967,0.071766,0.361652,0.385710,-0.335528,0.251679,-0.017992,0.000000,1.038230,0.785021,0.988379,0.272054,0.069649,-0.318545,-0.642938,0.230818,0.761015,-0.993884,0.313339,0.345423,2.665245,0.124524,0.414507,0.138055,0.369232,-0.016552,0.094240,-0.051923,2.783247,0.768624,,0.036563,0.470482,0.527657,1.823098,0.214062,-0.770308,0.332861
08/30/2017,-0.018090,0.000000,-0.012215,0.052740,-0.755143,-0.743257,-0.024680,1.279015,0.032781,-0.603780,-0.023875,-0.761761,-0.683148,-1.411568,,0.000000,-0.083088,-0.056200,0.089561,-0.037262,-0.008886,-0.225546,0.128735,0.288664,-0.018114,0.008940,0.023567,-0.744305,1.395980,1.711307,-0.040809,-0.049801,0.045219,0.087623,-0.079263,-0.089490,0.276757,-0.578399,-1.530612,-0.845666,0.033887,-0.042629,-0.107239,-0.114406,0.032910,-0.075384,-0.738188,1.203589,0.737209,,-0.018162,0.722410,0.217599,0.270809,-3.141946,1.018676,0.200160
08/29/2017,0.145163,0.000000,0.109260,0.052161,0.645995,0.000000,0.456239,0.000000,0.032360,-0.200945,-0.047639,-0.215246,-0.060469,0.510735,,-0.158730,0.231576,0.136658,0.209697,0.074460,0.134703,0.589868,-0.102968,-0.479353,0.162307,0.009054,0.047300,-0.314020,0.277653,0.156322,0.313379,0.069663,-0.272188,-0.639387,0.274596,0.993671,-1.095410,-0.266162,-0.056657,-0.734523,0.090604,0.149028,0.153379,0.318976,0.016356,0.113326,0.586995,0.448736,-0.476682,,0.348382,-0.090158,0.942059,-0.135272,1.489155,0.942588,0.175434
08/28/2017,0.036363,0.021895,0.048619,-0.104818,1.075379,0.067978,-0.206952,-0.705550,0.032802,0.277031,0.399017,-0.151874,0.390469,3.830174,,1.449275,0.092785,0.064288,0.089829,0.074395,0.017911,-0.899292,0.103074,-0.286457,0.144372,0.000000,-0.035499,3.638095,0.290082,0.300201,-0.013409,0.089570,0.090812,0.204142,0.094012,-0.090242,0.219614,0.400844,0.684541,-2.256410,0.067881,0.031990,0.122815,0.038104,0.000000,0.075526,0.086478,3.110240,0.146955,,-0.292614,0.056442,1.627420,-0.604740,0.064788,-0.028555,-0.258320
08/25/2017,0.072661,-0.021890,0.121536,0.525014,0.308131,-0.202723,0.708624,-2.117864,0.000000,0.544263,0.569868,0.380929,1.087477,0.414234,,0.485437,0.167224,0.080498,0.406301,0.139957,0.027043,1.598910,0.025668,-0.381037,0.054046,0.009168,0.035511,-0.147621,-0.312350,-0.481868,0.369389,0.000000,-0.497781,-0.837414,0.246548,1.141038,-1.139397,0.762748,2.096680,0.411946,0.204217,0.256101,0.061349,0.333129,0.049500,0.094436,0.713907,-0.942174,0.313368,,0.330512,0.248816,0.159700,0.235748,-0.371147,-0.398180,0.620407
08/24/2017,-0.127024,0.000000,-0.145663,0.157997,0.933018,-0.066997,-0.538968,0.230734,-0.065131,-0.139008,-0.016031,0.152550,-0.183849,0.059164,,-0.322581,-0.157761,-0.136669,-0.538674,-0.130384,-0.027036,-0.815607,0.128934,0.430166,-0.216207,0.000000,-0.094511,1.104864,-0.011586,0.013541,-0.381739,-0.099394,0.500271,0.873702,-0.260360,-1.261847,1.096959,-0.134453,-0.290360,-1.720648,-0.169918,-0.266134,-0.122740,-0.344569,-0.082160,-0.075540,0.366866,2.052782,-0.184150,,-1.375557,-0.214504,0.063921,0.236305,0.000000,0.976450,-0.641434
08/23/2017,0.227395,0.000000,0.292337,0.263615,1.180156,0.884301,1.123540,-0.959781,0.000000,-0.025317,-0.136302,0.152919,0.572332,0.835888,,0.323625,0.344417,0.201423,0.693101,0.205206,0.144059,0.684302,0.025708,-0.664275,0.289110,0.018114,0.094601,0.995134,0.208728,0.422666,0.699897,0.139372,-0.722314,-1.407229,0.501495,2.022976,-2.147061,0.314888,1.115678,1.125896,0.318211,0.438220,0.230741,0.564753,0.049280,0.151309,0.280513,-0.259227,-0.183372,,-0.288936,-0.850474,1.592091,0.954343,0.519059,-0.995166,1.043804
08/22/2017,-0.090922,0.021895,-0.121725,0.000000,1.965458,0.272710,-0.864453,0.783049,0.000000,-0.339944,-0.573651,0.012643,-0.508134,-1.179757,,-0.402901,-0.195077,-0.112662,-0.315371,-0.074499,-0.027067,0.735325,0.103366,0.429142,-0.054547,-0.018110,-0.011932,-1.103544,1.338705,1.649668,-0.437203,-0.069570,0.362466,0.694117,-0.282607,-1.226153,1.250113,-0.402998,-1.045904,0.617920,-0.090902,0.000000,-0.153591,-0.294335,-0.032910,-0.075597,-0.574954,2.388224,1.301652,,0.018162,1.074578,1.988004,0.859381,-1.201923,1.208633,-0.360606
08/21/2017,0.072838,0.021900,0.048714,0.423200,1.672096,-1.213107,0.341908,-0.731596,0.000000,0.037726,0.151579,0.089260,0.404631,1.527314,,0.323363,0.065106,0.024134,0.195622,-0.027959,0.045019,-1.090928,-0.077144,-0.190794,0.036378,0.000000,0.023725,1.054859,-0.374321,-0.742908,0.274179,0.000000,-0.180639,-0.431992,0.130634,0.824191,-0.755257,0.314073,1.175779,-2.607823,0.056905,0.321665,0.061552,0.205227,0.016356,-0.018835,0.683911,0.560407,0.093189,,0.362255,0.181195,1.003792,-1.255955,2.749877,-0.501074,0.328147
08/18/2017,-0.063604,-0.021895,-0.048690,0.052851,0.163627,1.783150,0.192233,-0.590909,0.130432,0.570199,0.008016,0.783852,0.344180,-0.029919,,-0.161421,0.018556,0.000000,-0.075199,0.018563,0.018056,1.102960,0.051456,0.095212,-0.108034,0.018114,-0.011789,-0.360315,0.222692,0.151600,-0.041128,0.009920,0.044913,0.028647,0.007300,-0.045733,0.108154,0.270237,0.058824,3.638254,-0.056873,-0.117826,-0.030766,0.038463,0.000000,-0.018831,0.070251,-0.106675,0.037468,,-0.271070,-0.496060,0.134345,1.237117,0.000000,-0.597695,0.008384
08/17/2017,0.145559,0.021900,0.182842,-0.264171,-0.970764,0.274960,0.893801,0.778745,-0.065173,-0.466610,-0.095655,-0.396791,-0.404289,0.179836,,0.486618,0.354621,0.169124,0.498746,0.083964,0.035900,-1.270417,-0.436743,-0.615346,0.253045,-0.009056,0.023584,-0.269591,-2.369626,-2.525509,0.745098,0.039832,-0.762994,-1.391640,0.451889,2.102816,-2.320736,-0.134936,-0.293255,0.522466,0.056905,0.064426,0.184551,0.671511,0.082255,0.113360,0.017566,-1.908640,-1.522466,,-0.912950,-1.597708,-2.451792,-1.522847,0.000000,-1.264578,0.771687
08/16/2017,0.182458,-0.021895,0.146392,0.477903,4.127968,-0.274206,0.304392,-0.546697,-0.032792,1.380737,0.175690,0.995297,0.299690,2.395575,,0.817661,0.187028,0.129130,0.470679,0.102889,0.018066,-1.387024,0.076905,-0.658567,0.181003,0.018115,0.059138,1.985402,0.206371,0.161425,0.276872,0.119638,-0.313128,-0.732783,0.226600,1.134199,-0.888538,0.270603,0.530660,-1.846154,0.353395,0.397969,0.169718,0.349883,0.000000,0.037964,-0.052670,0.026067,0.981618,,0.341352,0.513052,2.650936,-1.401372,-2.363344,-0.531097,0.691734
08/15/2017,-0.145730,0.021900,-0.170526,-0.317386,-1.371034,-0.477971,-0.596815,0.780533,0.098040,-0.470826,-0.792430,-0.193580,-0.368834,-1.482554,,-0.730519,-0.298306,-0.185201,-0.423364,-0.102784,-0.125851,-1.237321,0.154476,0.758277,-0.234703,0.000000,-0.047173,-2.210384,0.368624,0.249577,-0.427265,-0.129541,0.449488,0.852834,-0.298724,-1.397957,1.270458,-0.359330,-0.818713,0.308642,-0.182060,-0.203984,-0.199998,-0.425776,-0.016366,-0.075626,-0.139978,0.039315,0.018633,,0.505417,-0.917243,-0.666644,-0.431939,0.000000,1.575809,-0.611080
08/14/2017,-0.045527,-0.021895,-0.073097,0.371557,1.219307,-0.879510,-0.526863,0.646950,0.000000,-0.468619,-0.394608,-0.334271,-0.393748,-1.724741,,-0.725222,-0.241802,-0.152818,-0.943633,-0.037263,-0.062999,-0.439927,0.517874,0.380857,-0.342268,0.018119,-0.082773,-1.034591,1.972296,2.545048,-0.384410,-0.198743,0.451518,0.918434,-0.319493,-1.242517,1.395453,-0.358044,-0.639163,-2.702703,-0.056812,-0.075146,-0.199599,-0.424139,-0.032927,-0.094627,-0.626920,0.884196,0.935006,,0.489870,0.712280,-0.299297,-1.084426,0.000000,1.061693,-0.858185
08/11/2017,0.081922,0.021900,0.085433,-0.105871,-2.018908,0.339669,-0.100227,-0.779459,0.000000,0.114045,0.300822,0.478020,0.421701,0.900115,,0.404531,0.111690,0.145051,-0.254038,0.000000,0.071954,-0.525160,0.025814,-0.189793,-0.072030,0.018122,0.130076,-0.265379,0.924423,0.563397,0.027719,-0.010037,0.000000,0.028548,0.087159,-0.046021,-0.053480,0.269389,0.820152,0.807265,0.136536,-0.042718,0.122966,-0.115449,0.049312,0.056759,0.349383,1.745728,-0.242566,,0.072609,0.514601,-0.758493,0.197531,0.419761,-0.143266,0.058931
08/10/2017,0.100437,0.000000,0.146374,-0.052907,-3.919324,-1.537038,1.406221,-0.319927,0.065258,0.000000,-0.197507,-0.309127,0.158377,1.553836,,0.815661,0.373731,0.185530,0.858991,0.093426,0.162215,-1.931342,-0.897947,-0.613858,0.216559,0.009062,0.035553,1.770090,-2.742882,-2.792254,0.802430,0.020077,-0.894954,-1.748493,0.401415,2.547219,-2.663309,0.179561,0.293772,-2.364532,-0.011219,0.032088,0.231167,0.867417,0.000000,0.075655,0.122531,-3.611201,-1.143319,,-0.415880,-1.498526,-0.655285,-1.460094,1.441205,-1.495907,1.434631
08/09/2017,0.091186,0.000000,0.073320,-0.317051,-1.018574,0.672599,0.528111,-0.136924,-0.130347,-0.378801,0.086926,-0.308038,0.088075,1.799103,,1.155116,0.121636,0.088794,0.530221,0.102826,0.099167,-0.682015,-0.153685,-0.563238,0.198784,-0.036234,-0.011802,2.020461,-0.195644,-0.336788,0.472937,0.059598,-0.577937,-1.032445,0.314799,1.532505,-1.491626,0.135119,0.058789,0.894632,0.000000,-0.053664,0.123403,0.533668,0.065929,0.037964,0.492257,-0.527884,0.092381,,0.163071,-0.580520,-0.456715,0.358212,1.479142,-0.631048,0.974444
08/08/2017,-0.091103,0.000000,-0.134320,-0.053325,0.949258,0.067704,-0.457850,0.781969,0.000000,0.075845,-0.299501,0.141338,-0.403473,0.062029,,0.165289,-0.084112,-0.056429,0.000000,-0.056034,-0.063056,-1.799912,-0.306428,0.235280,0.017717,0.018120,0.000000,0.091814,-0.297962,-0.288814,-0.332538,0.059767,0.401799,0.645954,-0.131598,-0.901738,1.039375,-0.269509,-0.758460,-0.396040,-0.204677,-0.331360,-0.015544,-0.311389,0.000000,-0.056791,-0.175597,-1.120329,-0.787605,,-0.378905,0.054828,-0.324904,-0.162506,0.000000,-0.779185,-0.854944
08/07/2017,-0.009216,0.000000,0.036704,-0.105312,1.160268,0.201925,0.178390,-0.183655,0.032381,-0.239622,-0.102397,-0.269187,0.131799,-0.524822,,-0.082576,0.056106,0.024120,0.364993,0.046636,0.072148,-2.370264,0.101964,-0.093915,0.144895,0.000000,0.035418,-0.275028,1.762087,1.722066,0.235879,0.049741,-0.178668,-0.308056,0.080475,0.285603,-0.517120,0.090271,0.116822,-0.296150,0.079695,0.203597,0.000000,0.116843,-0.032954,0.094824,-0.070190,0.408988,0.054847,,0.745168,0.230615,0.720305,-1.631024,-0.463193,0.125383,0.386205
08/04/2017,-0.163843,0.000000,-0.158375,-0.052628,0.040209,0.203135,-1.199880,1.728164,0.000000,-0.289180,-0.758189,-0.535762,-0.827575,-2.144831,,-0.737705,-0.270408,-0.112855,-0.454063,-0.205211,-0.108105,0.000000,-0.101860,0.710185,-0.162373,-0.009059,-0.035405,-3.508275,0.292629,0.040901,-0.908223,0.019847,0.854733,1.795785,-0.516773,-2.596235,2.763229,-0.802760,-1.552616,1.097804,-0.227048,-0.828398,-0.215407,-0.862837,0.016377,-0.170246,-0.419095,1.822358,0.478790,,-0.271724,0.011040,0.328319,2.356798,-0.950352,1.326934,-1.354658
08/03/2017,0.200693,0.000000,0.207400,0.211572,0.160609,-0.738271,1.568033,-0.372266,-0.065152,-0.150661,-0.605945,-0.089214,0.165771,-0.391268,,0.246508,0.346286,0.153472,0.777824,0.243057,0.207604,-0.447507,0.000000,-0.611837,0.289663,0.018122,0.035418,0.029678,-0.350027,-0.374526,0.986992,0.029913,-0.935726,-2.011053,0.593103,3.205747,-3.039699,0.178886,0.115141,-1.183432,0.113653,0.383744,0.246843,0.988345,0.032970,0.189438,0.087446,-0.453491,-0.749123,,-0.090646,-0.274048,-1.360901,-3.505949,0.826037,-1.199442,1.564987
08/02/2017,-0.072991,0.021905,-0.060953,0.000000,-1.031987,0.201246,0.034172,-0.922084,0.000000,-0.037718,0.124482,-0.292082,0.473432,-0.924274,,-0.327600,-0.093647,-0.080725,-0.137177,-0.056049,0.045186,0.081448,-0.127586,0.188361,-0.090222,0.009062,-0.047345,-1.137127,-0.545167,-0.723516,0.027714,-0.039824,-0.044213,-0.055869,-0.036619,0.191732,-0.205726,0.178677,0.695652,0.495540,-0.090871,-0.021306,-0.046237,0.104262,-0.032959,0.132758,0.210311,0.116688,0.091536,,-0.072372,-0.273061,-0.193934,-1.920690,-0.197857,0.617457,0.146400
08/01/2017,0.274288,0.026265,0.406620,-0.263615,0.238757,-1.130126,1.146864,0.602968,0.003452,-0.396201,0.062194,-0.518275,-0.332006,-0.238114,,-0.081833,0.248527,0.170525,0.382261,0.141410,0.049741,-1.087410,0.324892,-0.515592,0.097713,-0.011779,0.036710,-0.867103,0.431062,0.619231,0.678709,0.060913,-0.838740,-1.539252,0.368019,2.054854,-2.113649,-0.223112,-0.231348,-1.848249,0.220814,0.459307,0.148257,0.647369,0.039526,0.030438,0.245687,-1.381557,0.073195,,-0.108441,0.175027,-1.654029,-0.738071,0.231367,0.084270,1.308537
07/31/2017,-0.045575,0.000000,-0.012175,0.264312,2.403040,0.602090,0.068934,-1.417467,0.000000,0.150099,0.367118,-0.226920,0.668450,-0.059411,,0.081900,0.028009,-0.032256,-0.213263,0.027951,0.045116,-0.679987,-0.051004,0.047140,0.036039,0.018125,-0.011803,0.086688,-0.590691,-0.776415,0.056198,-0.049886,-0.044344,0.000000,0.014685,0.245220,-0.301041,0.403540,1.407625,1.081613,0.022734,0.042826,-0.061638,0.000000,-0.032757,0.000000,0.017572,-1.968911,-0.762901,,-0.036134,-0.032747,0.995953,-0.974384,0.000000,-0.586428,0.174807
07/28/2017,0.200935,-0.021905,0.183276,0.105591,-0.081268,0.537716,0.923145,-1.264108,0.032372,0.263399,0.652681,0.967560,0.726521,2.156241,,0.825764,0.168805,0.113123,0.891709,0.130852,0.018027,-0.318992,0.229620,-0.374093,0.199845,0.018128,0.059195,1.527412,-0.472429,-0.383202,0.689247,0.049911,-0.613898,-1.248748,0.316476,1.848150,-1.725916,0.722230,1.367420,1.093439,0.181884,0.385803,0.138830,0.631342,0.032767,0.113782,0.796761,1.270036,-0.361868,,-0.842110,-0.760029,-1.829050,-0.212682,1.526846,-1.131971,0.881626
07/27/2017,-0.145921,0.021910,-0.121982,-0.211348,-1.444119,0.609014,-0.700372,0.911162,0.000000,-0.300086,-0.313509,-0.845787,-0.423543,-1.760215,,-0.082508,-0.159121,-0.072655,-0.413308,-0.112067,-0.090166,0.360141,-0.152704,0.328203,-0.054384,0.000000,-0.023759,-2.323687,-1.263310,-1.523316,-0.531617,0.019861,0.573091,0.959255,-0.271639,-1.718281,1.349266,-0.494146,-0.883913,1.004016,-0.159014,-0.437540,-0.046126,-0.510294,-0.016381,-0.056981,-0.493212,-2.537489,-0.360563,,0.976850,0.732862,-1.765792,1.012863,0.760778,-0.055188,-0.969099
07/26/2017,0.191889,0.021779,0.244721,0.638089,3.745260,0.956598,0.234004,-1.259559,0.000000,0.692424,0.551667,0.431009,0.648228,3.745056,,0.748130,0.319376,0.250863,0.461374,0.328077,0.108294,0.040040,0.255441,-0.698075,0.291055,0.045340,0.071039,3.503390,1.058010,1.098124,0.210329,0.209380,-0.263686,-0.300565,0.294492,0.443825,-0.398114,0.632942,1.192606,1.529052,0.376126,0.278197,0.247392,0.144083,0.131836,0.285226,0.602286,0.223311,-0.609437,,-0.017971,-0.043709,-0.554545,-0.153285,0.000000,-1.199564,0.376786
07/25/2017,-0.355100,0.000000,-0.377780,-0.370991,4.433003,1.105221,-1.937961,-0.044964,0.065218,0.138785,0.007916,-0.037877,0.053268,-0.523369,,-0.413907,-0.560384,-0.282511,-1.230532,-0.354862,-0.144259,1.256586,-0.356513,1.129645,-0.380341,-0.045320,-0.059044,0.447554,-0.275265,-0.087039,-1.328862,-0.079681,1.427991,2.549768,-0.781501,-3.840669,3.985495,-0.135485,0.119403,3.263158,-0.408686,-0.648340,-0.323797,-1.140375,-0.082355,-0.322117,-0.317860,-1.394577,1.068804,,0.692279,0.704510,3.474370,3.194210,-1.367350,1.395992,-2.118705
07/24/2017,-0.091086,0.000000,-0.048799,-0.211459,0.348848,0.207095,-0.675386,0.361011,0.000000,0.138843,0.268659,0.279578,-0.256970,-1.991805,,0.165837,-0.065353,-0.096683,-0.227438,-0.028062,0.009059,-1.398886,-0.050965,0.189084,-0.018273,0.009065,-0.035558,-2.016515,-0.319949,-0.300232,-0.344578,-0.009942,0.313269,0.790879,-0.167599,-1.078816,0.993243,-0.090064,-0.416171,1.713062,-0.102028,-0.434020,-0.123144,-0.361450,-0.032972,0.000000,0.053052,1.213436,-0.090575,,-0.326971,-0.340150,-0.349220,-0.094724,-0.083306,0.110696,-0.622281
07/21/2017,0.173258,0.000000,0.109719,0.053353,0.087156,-1.365284,0.637209,-0.583221,-0.032382,-0.490067,0.174234,0.395490,0.337850,0.546402,,0.920502,0.177602,0.121050,0.258285,0.130924,0.072188,-2.494144,0.280669,-0.422692,0.163239,-0.009064,0.047385,0.558617,-0.557100,-0.852807,0.373520,0.019889,-0.356970,-0.812648,0.321827,1.282655,-1.086024,0.407207,0.718563,-2.809573,0.216033,0.446541,0.169659,0.427940,0.032983,0.094859,0.390282,0.786108,0.018205,,0.163753,0.065964,-0.725246,-1.217263,1.539503,-1.485823,0.643492
07/20/2017,0.027345,0.000000,0.061063,0.265012,-1.884406,-0.136262,0.349606,-1.978892,0.000000,0.000000,-0.362874,0.063913,0.987797,0.487797,,0.167645,0.028099,0.000000,-0.333036,-0.018648,0.117316,-2.135796,0.025561,-0.234399,-0.271328,0.009065,0.000000,0.680193,0.216374,0.291602,0.347427,-0.059765,-0.266619,-0.557106,0.058505,0.717707,-1.023418,0.501207,1.891397,-0.825593,0.090794,0.223691,-0.015368,0.246878,-0.016386,0.037860,0.213489,1.301955,-0.736607,,0.018069,-0.208252,0.157834,-1.898342,0.000000,0.191205,0.491376
07/19/2017,0.027353,0.000000,0.012182,-0.159000,0.516774,0.894027,0.170808,0.753212,0.097674,0.479761,-0.149696,0.204694,-0.366897,-0.394833,,-0.167364,0.000000,-0.016131,0.121212,-0.009444,0.135767,3.841611,0.127967,0.329130,0.072077,0.000000,0.000000,-0.704963,0.989585,0.923805,-0.027743,0.039904,-0.089319,0.000000,-0.014552,0.239809,0.000000,-0.181974,-0.786925,1.572327,-0.068128,0.010766,0.000000,-0.051884,0.032783,-0.037845,0.053401,1.137863,0.961321,,0.365266,0.484426,1.441704,3.682540,0.000000,-0.326708,0.129453
07/18/2017,0.228460,0.000000,0.232319,0.371557,0.650168,0.414968,1.218798,-1.441048,-0.065218,1.525214,-0.086509,0.501471,0.657392,0.518895,,0.758853,0.366043,0.185996,1.011087,0.243599,0.181084,-0.473019,0.204738,-0.839078,0.290631,-0.009064,0.023626,0.620755,0.381093,0.308813,0.854306,0.079737,-0.880637,-1.912417,0.477902,2.658778,-2.592189,0.502269,1.411909,0.952381,0.319211,0.654181,0.169921,0.904526,-0.016389,0.247095,0.806906,-0.114999,-0.415720,,0.000000,0.453521,-0.510095,-1.222988,1.163786,-1.010645,1.303029
